"TOA5","10029","CR3000","10029","CR3000.Std.27.04","CPU:Final-24-06-2017.CR3","40325","Resumen"
"TIMESTAMP","RECORD","Strain(1)","Strain(2)","Strain(3)","Strain(4)","Strain(5)","Strain(6)","Strain_2(1)","Strain_2(2)"
"TS","RN","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2017-04-28 12:24:14",210,-36.92902,0.5308704,2.177464,2.265448,1.59803,-0.3926104,0.6113374,0.02638846
"2017-04-28 12:24:15.5",211,-37.00919,0.4633667,1.965842,2.132085,1.688885,-0.408918,0.5448786,-0.006188445
"2017-04-28 12:24:17",212,-37.09792,0.4593461,1.952076,2.007735,1.867406,-0.4001504,0.4670558,-0.01231851
"2017-04-28 12:24:18.5",213,-37.27436,0.4762145,1.691574,2.057762,1.740189,-0.4001504,0.6663131,0.003969945
"2017-04-28 12:24:20",214,-37.40274,0.3412069,1.838099,2.074417,1.831077,-0.3185539,0.5833141,0.0202584
"2017-04-28 12:24:21.5",215,-37.49895,0.4256093,2.098602,2.241032,1.667498,-0.3675352,0.5002554,-0.02860696
"2017-04-28 12:24:23",216,-37.62733,0.3918423,1.903196,2.107728,1.722024,-0.3838428,0.4836556,-0.02860696
"2017-04-28 12:24:24.5",217,-37.8198,0.3412069,2.066053,2.17441,1.667498,-0.3185539,0.2843388,0.0202584
"2017-04-28 12:24:26",218,-37.98026,0.2905715,1.561264,1.941113,1.776551,-0.3511691,0.3673974,0.003969945
"2017-04-28 12:24:27.5",219,-38.04439,0.2568347,1.659026,1.941113,1.667498,-0.2696311,0.450456,0.003969945
"2017-04-28 12:24:29",220,-38.18881,0.2568347,1.935744,2.141099,1.631136,-0.2859386,0.3839972,-0.01231851
"2017-04-28 12:24:30.5",221,-38.33318,0.2061994,1.984625,2.17441,1.70386,-0.3838428,0.5500549,0.101759
"2017-04-28 12:24:32",222,-38.47754,0.2230677,2.017173,2.007735,1.576642,-0.3348615,0.4337967,0.03654686
"2017-04-28 12:24:33.5",223,-38.55777,0.155564,1.577597,1.957769,1.740189,-0.3511691,0.450456,0.03654686
"2017-04-28 12:24:35",224,-38.67007,0.1724324,1.46362,1.724472,1.649333,-0.2696311,0.2843388,0.06912376
"2017-04-28 12:24:36.5",225,-38.81443,0.1049286,1.75667,1.791154,1.54028,-0.3185539,0.1514808,0.06912376
"2017-04-28 12:24:38",226,-38.92672,0.02055645,1.235666,1.574513,1.413063,-0.3511691,0.1680806,0.003969945
"2017-04-28 12:24:39.5",227,-39.11924,0.1386956,1.659026,1.724472,1.558445,-0.2859386,0.134881,0.003969945
"2017-04-28 12:24:41",228,-39.29573,0.05429323,1.46362,1.774439,1.485754,-0.3185539,0.06842219,0.101759
"2017-04-28 12:24:42.5",229,-39.39199,-0.04697754,1.545049,1.774439,1.358537,-0.3022463,0.05182237,0.0528353
"2017-04-28 12:24:44",230,-39.55239,-0.1988535,1.447287,1.62448,1.267681,-0.3675352,-0.09763549,0.003969945
"2017-04-28 12:24:45.5",231,-39.60049,-0.04697754,1.479835,1.62448,1.304011,-0.2696311,-0.08103567,0.101759
"2017-04-28 12:24:47",232,-39.79302,-0.1819851,1.821767,1.641135,0.9587201,-0.3348615,-0.2304935,0.0854706
"2017-04-28 12:24:48.5",233,-39.96951,-0.2157521,1.593813,1.641135,1.158628,-0.3511691,-0.1972939,0.101759
"2017-04-28 12:24:50",234,-40.12991,-0.3001242,1.496168,1.607824,1.085938,-0.3511691,-0.2304935,0.101759
"2017-04-28 12:24:51.5",235,-40.21013,-0.3338912,1.382191,1.491176,1.085938,-0.3348615,-0.3301519,0.134336
"2017-04-28 12:24:53",236,-40.38662,-0.3507596,1.365858,1.591169,0.9587201,-0.3838428,-0.3966107,0.0854706
"2017-04-28 12:24:54.5",237,-40.53099,-0.4182634,1.447287,1.424494,0.9223583,-0.3348615,-0.4298103,0.134336
"2017-04-28 12:24:56",238,-40.70742,-0.4688988,1.398523,1.457865,0.8496674,-0.2859386,-0.5626684,0.0854706
"2017-04-28 12:24:57.5",239,-40.68908,-0.5859194,1.304612,1.376617,0.9050727,-0.3164497,-0.5263154,0.08716366
"2017-04-28 12:24:59",240,-40.89764,-0.5859194,1.076658,1.32665,0.7778553,-0.3164497,-0.6757733,0.1523175
"2017-04-28 12:25:00.5",241,-40.94574,-0.6196864,1.369708,1.259969,0.6688026,-0.300142,-0.6591734,0.05452837
"2017-04-28 12:25:02",242,-41.13827,-0.6703218,1.174302,1.160036,0.5961115,-0.3164497,-0.7588319,0.2012412
"2017-04-28 12:25:03.5",243,-41.21849,-0.6196864,1.076658,1.210002,0.6142762,-0.2512192,-0.8252906,0.08716366
"2017-04-28 12:25:05",244,-41.28263,-0.7040585,1.141754,1.210002,0.5234206,-0.2838345,-0.8252906,0.07081682
"2017-04-28 12:25:06.5",245,-41.427,-0.6871902,0.9626806,0.993361,0.3962032,-0.3328157,-0.9581486,0.08716366
"2017-04-28 12:25:08",246,-41.55538,-0.7715926,0.7998228,0.8933682,0.5415852,-0.3491234,-1.057807,0.08716366
"2017-04-28 12:25:09.5",247,-41.65159,-0.8053294,0.7672746,0.9100237,0.2326242,-0.365431,-1.340123,0.08716366
"2017-04-28 12:25:11",248,-41.79601,-0.754694,0.9952287,1.010016,0.2508213,-0.3980463,-1.107607,0.1197406
"2017-04-28 12:25:12.5",249,-41.94037,-0.8897318,0.6207492,0.7600644,0.2144596,-0.3328157,-1.207265,0.1034521
"2017-04-28 12:25:14",250,-42.0687,-0.9234685,0.5067722,0.7933755,0.2326242,-0.3980463,-1.389982,0.1197406
"2017-04-28 12:25:15.5",251,-42.21312,-0.9741039,0.4741074,0.7100978,0.1962949,-0.3328157,-1.423182,0.07081682
"2017-04-28 12:25:17",252,-42.40559,-0.8390964,0.3601303,0.8100907,-0.003645942,-0.4143538,-1.472981,0.1197406
"2017-04-28 12:25:18.5",253,-42.38956,-0.9909723,0.278818,0.7933755,0.3053151,-0.3491234,-1.572639,0.1848944
"2017-04-28 12:25:20",254,-42.43771,-1.007871,0.3439145,0.6933827,-0.09450153,-0.3491234,-1.572639,0.136029
"2017-04-28 12:25:21.5",255,-42.59811,-1.092243,0.278818,0.4768013,-0.003645942,-0.2838345,-1.639098,0.1686059
"2017-04-28 12:25:23",256,-42.7746,-1.075375,0.5067722,0.5600789,-0.2035543,-0.3164497,-1.855015,0.07081682
"2017-04-28 12:25:24.5",257,-42.87086,-1.159747,0.3764627,0.4101196,-0.2217189,-0.3817386,-1.904814,0.1197406
"2017-04-28 12:25:26",258,-42.96707,-1.159747,0.2299374,0.3434379,-0.4761536,-0.2512192,-2.054332,0.03823992
"2017-04-28 12:25:27.5",259,-43.06333,-1.261018,0.4415591,0.4768013,-0.2398835,-0.3328157,-2.070932,0.1197406
"2017-04-28 12:25:29",260,-43.20775,-1.176645,-0.03056499,0.3434379,-0.385298,-0.2512192,-2.004473,0.136029
"2017-04-28 12:25:30.5",261,-43.33608,-1.22725,0.1159603,0.2101341,-0.4216272,-0.2838345,-2.037672,0.1523175
"2017-04-28 12:25:32",262,-43.51251,-1.294785,0.2624856,0.3601531,-0.3307716,-0.365431,-2.17059,0.1523175
"2017-04-28 12:25:33.5",263,-43.6409,-1.379157,-0.01434921,0.2934713,-0.6397327,-0.3164497,-2.369847,0.1197406
"2017-04-28 12:25:35",264,-43.59274,-1.463559,-0.3562805,-0.1064998,-0.6578973,-0.2838345,-2.469505,0.1197406
"2017-04-28 12:25:36.5",265,-43.84945,-1.294785,0.2299374,0.07683026,-1.00322,-0.2512192,-2.519364,0.1034521
"2017-04-28 12:25:38",266,-43.85141,-1.43998,-0.3006335,-0.1769424,-0.7615787,-0.2222279,-2.716182,0.2278048
"2017-04-28 12:25:39.5",267,-44.10807,-1.524352,0.008749519,-0.06029414,-0.9251579,-0.2711507,-2.915499,0.1137273
"2017-04-28 12:25:41",268,-44.22037,-1.54125,-0.1704407,0.02304311,-1.016014,-0.2711507,-2.849041,0.1625926
"2017-04-28 12:25:42.5",269,-44.31663,-1.676258,0.1716073,0.03969862,-0.9796843,-0.2222279,-2.932099,0.1788811
"2017-04-28 12:25:44",270,-44.44496,-1.76066,0.1063942,-0.01026791,-1.143231,-0.1569389,-3.098157,0.2115164
"2017-04-28 12:25:45.5",271,-44.57329,-1.777529,-0.5938007,-0.3436169,-1.30681,-0.2222279,-3.148016,0.2115164
"2017-04-28 12:25:47",272,-44.70168,-1.845033,-0.4960395,-0.2102534,-1.234119,-0.1080161,-3.098157,0.1463042
"2017-04-28 12:25:48.5",273,-44.95834,-1.845033,-0.2192046,-0.3269018,-1.452224,-0.2875168,-3.264274,0.1625926
"2017-04-28 12:25:50",274,-44.9904,-2.013807,-1.131138,-0.7768393,-1.579442,-0.1569389,-3.446991,0.1625926
"2017-04-28 12:25:51.5",275,-45.27919,-2.09821,-0.5285876,-0.09360518,-1.670297,-0.3038245,-3.413732,0.1625926
"2017-04-28 12:25:53",276,-45.32735,-2.165713,-0.5611359,-0.3269018,-1.615771,-0.2548431,-3.546649,0.1625926
"2017-04-28 12:25:54.5",277,-45.55194,-2.216348,-0.5774683,-0.5102317,-1.761185,-0.1732466,-3.480191,0.2278048
"2017-04-28 12:25:56",278,-45.72837,-2.283852,-0.3006335,-0.4602652,-1.670297,-0.3527473,-3.52999,0.1952279
"2017-04-28 12:25:57.5",279,-45.82463,-2.385123,-0.740326,-0.6601911,-1.888403,-0.2875168,-3.696107,0.2115164
"2017-04-28 12:25:59",280,-46.00112,-2.385123,-0.5123719,-0.6769063,-1.797515,-0.2548431,-3.662908,0.1788811
"2017-04-28 12:26:00.5",281,-46.09738,-2.503262,-0.3495142,-0.4769208,-1.979259,-0.2875168,-3.762566,0.2603817
"2017-04-28 12:26:02",282,-46.20968,-2.503262,-0.479707,-0.593569,-1.997456,-0.2059202,-3.779166,0.1952279
"2017-04-28 12:26:03.5",283,-46.33801,-2.587635,-0.5449201,-0.5601983,-2.033785,-0.2711507,-3.845565,0.2603817
"2017-04-28 12:26:05",284,-46.49846,-2.604533,-0.5611359,-0.7268729,-2.070147,-0.2059202,-3.895424,0.2766702
"2017-04-28 12:26:06.5",285,-46.57863,-2.621401,-0.6100165,-0.6435356,-2.161002,-0.2875168,-3.928624,0.2603817
"2017-04-28 12:26:08",286,-46.62679,-2.688905,-0.8054225,-0.7435284,-2.179199,-0.2222279,-3.945224,0.2766702
"2017-04-28 12:26:09.5",287,-46.69093,-2.790176,-0.5123719,-0.62688,-2.070147,-0.320132,-4.028282,0.2440933
"2017-04-28 12:26:11",288,-46.81932,-2.73954,-0.7077779,-0.7268729,-2.142838,-0.3038245,-4.044882,0.2440933
"2017-04-28 12:26:12.5",289,-46.94765,-2.790176,-0.626349,-0.7435284,-2.324581,-0.2875168,-4.028282,0.2440933
"2017-04-28 12:26:14",290,-46.99575,-2.773308,-0.6914454,-0.8935473,-2.306417,-0.2385355,-4.094741,0.2603817
"2017-04-28 12:26:15.5",291,-47.12413,-2.85768,-0.8054225,-0.8768321,-2.324581,-0.3038245,-4.210999,0.2278048
"2017-04-28 12:26:17",292,-47.27241,-2.859554,-0.8281713,-0.8970694,-2.271553,-0.2910238,-4.116636,0.2249441
"2017-04-28 12:26:18.5",293,-47.33654,-2.927058,-0.9094835,-1.030433,-2.489625,-0.2747162,-4.199695,0.2738095
"2017-04-28 12:26:20",294,-47.44884,-2.977693,-0.8769352,-0.9804066,-2.380605,-0.2747162,-4.149835,0.3064448
"2017-04-28 12:26:21.5",295,-47.56119,-3.01143,-0.7629582,-0.9970623,-2.307881,-0.2747162,-4.216295,0.2738095
"2017-04-28 12:26:23",296,-47.65739,-3.062065,-0.8281713,-0.9470957,-2.344243,-0.2420425,-4.199695,0.2738095
"2017-04-28 12:26:24.5",297,-47.68952,-3.01143,-0.8443871,-1.047088,-2.435131,-0.2910238,-4.149835,0.2412326
"2017-04-28 12:26:26",298,-47.72159,-3.078964,-0.8443871,-0.9804066,-2.307881,-0.2420425,-4.199695,0.2086557
"2017-04-28 12:26:27.5",299,-47.84992,-3.095832,-0.8281713,-0.8637584,-2.23519,-0.2094273,-4.133235,0.2412326
"2017-04-28 12:26:29",300,-47.83389,-3.062065,-0.9909123,-1.063744,-2.362408,-0.176812,-4.232894,0.290098
"2017-04-28 12:26:30.5",301,-47.97825,-3.146468,-1.039793,-1.030433,-2.289717,-0.2910238,-4.266094,0.2575211
"2017-04-28 12:26:32",302,-48.1387,-3.163336,-0.9909123,-1.013718,-2.307881,-0.2257349,-4.249494,0.1760204
"2017-04-28 12:26:33.5",303,-48.2029,-3.213971,-0.9094835,-0.9970623,-2.344243,-0.2747162,-4.116636,0.2412326
"2017-04-28 12:26:35",304,-48.23496,-3.1127,-1.088674,-1.030433,-2.23519,-0.323639,-4.166435,0.2086557
"2017-04-28 12:26:36.5",305,-48.26704,-3.264607,-0.8443871,-0.9804066,-2.180664,-0.2747162,-4.149835,0.1597319
"2017-04-28 12:26:38",306,-48.34726,-3.264607,-0.8281713,-0.9304401,-2.107973,-0.2747162,-4.083436,0.1760204
"2017-04-28 12:26:39.5",307,-48.4114,-3.163336,-1.023461,-0.7637657,-1.980756,-0.2747162,-4.050178,0.1760204
"2017-04-28 12:26:41",308,-48.57185,-3.23084,-1.056125,-1.030433,-1.908065,-0.3073314,-3.950519,0.1597319
"2017-04-28 12:26:42.5",309,-48.53978,-3.095832,-0.9094835,-1.013718,-1.944394,-0.2910238,-4.016978,0.1760204
"2017-04-28 12:26:44",310,-48.61996,-3.129569,-0.8932677,-0.9137847,-1.8899,-0.3399467,-3.784461,0.1108666
"2017-04-28 12:26:45.5",311,-48.60392,-3.078964,-0.9421483,-0.7304547,-1.853539,-0.3562543,-3.917319,0.1760204
"2017-04-28 12:26:47",312,-48.60392,-3.095832,-0.7304099,-0.7471101,-1.835374,-0.2584086,-3.784461,0.1760204
"2017-04-28 12:26:48.5",313,-48.68415,-2.876422,-0.9421483,-0.6804284,-1.76265,-0.3726204,-3.950519,0.1597319
"2017-04-28 12:26:50",314,-48.74834,-2.910189,-0.7955064,-0.5138136,-1.726321,-0.3399467,-3.701402,0.1434435
"2017-04-28 12:26:51.5",315,-48.76438,-2.977693,-1.088674,-0.6304619,-1.580907,-0.2257349,-3.734602,0.2249441
"2017-04-28 12:26:53",316,-48.81248,-2.910189,-0.7629582,-0.5637801,-1.599104,-0.2094273,-3.718002,0.1760204
"2017-04-28 12:26:54.5",317,-48.8927,-2.893291,-0.6653135,-0.5471246,-1.599104,-0.176812,-3.801061,0.1760204
"2017-04-28 12:26:56",318,-48.87667,-2.859554,-0.7141941,-0.5471246,-1.562742,-0.2420425,-3.684803,0.1434435
"2017-04-28 12:26:57.5",319,-48.92495,-2.859614,-0.9585974,-0.5139329,-1.490116,-0.3074483,-3.601982,0.2574043
"2017-04-28 12:26:59",320,-48.87684,-2.808979,-0.7469757,-0.4306554,-1.508281,-0.2748331,-3.685041,0.1759036
"2017-04-28 12:27:00.5",321,-49.00517,-2.707708,-0.5026891,-0.5306482,-1.490116,-0.2585255,-3.568782,0.1759036
"2017-04-28 12:27:02",322,-49.02121,-2.792111,-0.8120722,-0.5306482,-1.362899,-0.2748331,-3.73484,0.2085389
"2017-04-28 12:27:03.5",323,-49.11747,-2.825877,-0.5515697,-0.5972702,-1.344702,-0.2748331,-3.635182,0.1270383
"2017-04-28 12:27:05",324,-49.18161,-2.724607,-0.7958564,-0.4139402,-1.344702,-0.3238144,-3.618582,0.2248274
"2017-04-28 12:27:06.5",325,-49.30999,-2.825877,-0.5515697,-0.7305741,-1.253846,-0.2748331,-3.668381,0.2085389
"2017-04-28 12:27:08",326,-49.26183,-2.741475,-0.6655468,-0.5972702,-1.326537,-0.1769289,-3.535523,0.2736927
"2017-04-28 12:27:09.5",327,-49.40625,-2.792111,-0.7306433,-0.3972847,-1.362899,-0.2911407,-3.78464,0.2736927
"2017-04-28 12:27:11",328,-49.48642,-2.808979,-0.388712,-0.4139402,-1.399228,-0.2911407,-3.635182,0.1921921
"2017-04-28 12:27:12.5",329,-49.45436,-2.859614,-0.7795239,-0.5473037,-1.544643,-0.3564297,-3.635182,0.1921921
"2017-04-28 12:27:14",330,-49.58269,-2.808979,-0.8284046,-0.7305741,-1.053938,-0.3238144,-3.452465,0.1759036
"2017-04-28 12:27:15.5",331,-49.58269,-2.859614,-0.5352374,-0.5139329,-1.381064,-0.2585255,-3.469124,0.2248274
"2017-04-28 12:27:17",332,-49.61475,-2.724607,-0.4212602,-0.447311,-1.108432,-0.2259102,-3.386065,0.1921921
"2017-04-28 12:27:18.5",333,-49.72711,-2.792111,-0.4864733,-0.480622,-1.072102,-0.3564297,-3.502323,0.1596152
"2017-04-28 12:27:20",334,-49.82331,-2.825877,-0.3236156,-0.1639881,-1.017576,-0.3238144,-3.186749,0.1759036
"2017-04-28 12:27:21.5",335,-49.75917,-2.775242,-0.388712,-0.1806437,-0.8539969,-0.3727373,-3.253207,0.1921921
"2017-04-28 12:27:23",336,-49.75917,-2.640205,-0.388712,-0.3306626,-0.9266878,-0.340122,-3.153549,0.1596152
"2017-04-28 12:27:24.5",337,-49.9517,-2.741475,-0.3724962,-0.1140216,-0.6904503,-0.3564297,-3.12029,0.1921921
"2017-04-28 12:27:26",338,-49.91957,-2.741475,-0.1607578,-0.1306771,-0.7631413,-0.2911407,-3.186749,0.1107498
"2017-04-28 12:27:27.5",339,-49.93561,-2.741475,-0.5352374,-0.3140071,-0.6540886,-0.3564297,-3.402665,0.1270383
"2017-04-28 12:27:29",340,-50.08003,-2.724607,-0.388712,-0.2639809,-0.5268713,-0.2748331,-3.053891,0.1596152
"2017-04-28 12:27:30.5",341,-50.01583,-2.69084,-0.4050444,-0.1806437,-0.4905095,-0.2585255,-3.10369,0.1107498
"2017-04-28 12:27:32",342,-50.064,-2.589569,-0.3724962,-0.1473326,-0.3632921,-0.2911407,-2.987432,0.2248274
"2017-04-28 12:27:33.5",343,-50.12813,-2.522065,-0.01423255,0.335916,-0.2360748,-0.340122,-2.921032,0.1107498
"2017-04-28 12:27:35",344,-50.01583,-2.589569,-0.339948,0.2026122,-0.1815484,-0.2748331,-2.788115,0.1433267
"2017-04-28 12:27:36.5",345,-50.03187,-2.505197,-0.4212602,0.2859495,-0.03616644,-0.2748331,-2.738316,0.2248274
"2017-04-28 12:27:38",346,-50.05101,-2.506678,-0.1658909,0.3830768,-0.07370013,-0.2939464,-2.659481,0.1410498
"2017-04-28 12:27:39.5",347,-50.09917,-2.388539,0.04573083,0.3331102,-0.01917375,-0.3755429,-2.72594,0.1573383
"2017-04-28 12:27:41",348,-50.24353,-2.337904,-0.0193656,0.249773,0.1080436,-0.3918505,-2.69274,0.1899152
"2017-04-28 12:27:42.5",349,-50.24353,-2.472911,0.1109439,0.3830768,-0.01917375,-0.3592353,-2.659481,0.1410498
"2017-04-28 12:27:44",350,-50.24353,-2.287268,0.1434921,0.5997178,0.07168183,-0.3429276,-2.676081,0.1247614
"2017-04-28 12:27:45.5",351,-50.32376,-2.388539,0.2574692,0.6163734,0.1080436,-0.2776387,-2.676081,0.1573383
"2017-04-28 12:27:47",352,-50.40398,-2.337904,0.3714463,0.5997178,0.05351722,-0.32662,-2.75914,0.07583763
"2017-04-28 12:27:48.5",353,-50.42002,-2.287268,-0.003033167,0.4497585,-0.03733836,-0.3755429,-2.72594,0.1410498
"2017-04-28 12:27:50",354,-50.43605,-2.337904,0.3388981,0.5997178,0.1807346,-0.32662,-2.69274,0.206262
"2017-04-28 12:27:51.5",355,-50.56438,-2.354772,0.2900174,0.5330361,-0.001009145,-0.4245242,-2.792339,0.1573383
"2017-04-28 12:27:53",356,-50.58042,-2.304137,0.2085886,0.5496916,0.03535262,-0.3592353,-2.74254,0.05954919
"2017-04-28 12:27:54.5",357,-50.61255,-2.304137,0.2085886,0.5330361,0.03535262,-0.3429276,-2.808998,0.1573383
"2017-04-28 12:27:56",358,-50.61255,-2.337904,0.2738016,0.5830623,0.01715546,-0.2450235,-2.70934,0.1410498
"2017-04-28 12:27:57.5",359,-50.66064,-2.304137,0.3063499,0.5330361,0.1262082,-0.3755429,-2.69274,0.206262
"2017-04-28 12:27:59",360,-50.78897,-2.287268,0.1760404,0.6163734,0.1080436,-0.3755429,-2.70934,0.1736268
"2017-04-28 12:28:00.5",361,-50.74087,-2.337904,0.3225656,0.5830623,0.1262082,-0.3755429,-2.77574,0.1899152
"2017-04-28 12:28:02",362,-50.9334,-2.456043,0.1109439,0.4830695,0.16257,-0.4245242,-2.72594,0.07583763
"2017-04-28 12:28:03.5",363,-50.9334,-2.405408,0.3225656,0.6997106,0.1444054,-0.2939464,-2.659481,0.1410498
"2017-04-28 12:28:05",364,-51.01357,-2.304137,0.2900174,0.4830695,0.1444054,-0.4081582,-2.792339,0.04326073
"2017-04-28 12:28:06.5",365,-51.1419,-2.37164,0.2900174,0.6663995,0.03535262,-0.3429276,-2.72594,0.05954919
"2017-04-28 12:28:08",366,-51.1419,-2.422276,0.3551139,0.5830623,0.1262082,-0.32662,-2.72594,0.1247614
"2017-04-28 12:28:09.5",367,-51.22212,-2.354772,0.1923728,0.466414,0.1262082,-0.3429276,-2.74254,0.09218448
"2017-04-28 12:28:11",368,-51.23816,-2.422276,0.3225656,0.466414,0.1080436,-0.4245242,-2.70934,0.09218448
"2017-04-28 12:28:12.5",369,-51.27028,-2.388539,0.3388981,0.5830623,0.1807346,-0.3918505,-2.69274,0.05954919
"2017-04-28 12:28:14",370,-51.35046,-2.354772,0.2900174,0.5997178,0.1988992,-0.4408318,-2.642881,0.1247614
"2017-04-28 12:28:15.5",371,-51.38258,-2.321005,0.4854234,0.683055,0.1807346,-0.3755429,-2.72594,0.1247614
"2017-04-28 12:28:17",372,-51.48826,-2.368497,0.2521028,0.5557807,0.2014383,-0.4348699,-2.550838,0.162184
"2017-04-28 12:28:18.5",373,-51.44016,-2.233489,0.333415,0.70574,0.1832737,-0.3369657,-2.650497,0.09703014
"2017-04-28 12:28:20",374,-51.52039,-2.284125,0.3497475,0.6557735,0.2741618,-0.4837928,-2.584098,0.09703014
"2017-04-28 12:28:21.5",375,-51.4562,-2.284125,0.480057,0.672429,0.3468528,-0.4185039,-2.617297,0.06439485
"2017-04-28 12:28:23",376,-51.50436,-2.216591,0.3986281,0.5890917,0.4559056,-0.4674851,-2.417981,0.09703014
"2017-04-28 12:28:24.5",377,-51.52039,-2.047816,0.2357704,0.70574,0.6012875,-0.4021962,-2.567438,0.0481064
"2017-04-28 12:28:26",378,-51.4562,-2.014079,0.5940341,0.9557517,0.5649257,-0.4185039,-2.401381,0.0481064
"2017-04-28 12:28:27.5",379,-51.50436,-1.862173,0.78944,1.005718,0.6921756,-0.4674851,-2.567438,0.0481064
"2017-04-28 12:28:29",380,-51.44016,-1.845305,0.8545365,1.155737,0.5831229,-0.5001004,-2.417981,-0.0007589602
"2017-04-28 12:28:30.5",381,-51.42413,-1.693398,0.8219883,1.205704,0.8375577,-0.4021962,-2.401381,-0.0007589602
"2017-04-28 12:28:32",382,-51.2958,-1.507756,0.7405594,1.472311,0.964775,-0.5490817,-2.185464,0.06439485
"2017-04-28 12:28:33.5",383,-51.2958,-1.473989,0.8707522,1.322352,0.8557222,-0.5653893,-2.185464,0.06439485
"2017-04-28 12:28:35",384,-51.23161,-1.355849,1.03361,1.572304,0.8739194,-0.516408,-2.102406,0.0481064
"2017-04-28 12:28:36.5",385,-51.08724,-1.187075,1.017394,1.538993,1.146519,-0.5001004,-2.152265,0.01552949
"2017-04-28 12:28:38",386,-51.03908,-1.085804,1.2128,1.638986,1.237407,-0.5490817,-2.102406,-0.06597116
"2017-04-28 12:28:39.5",387,-51.08724,-1.001432,1.342993,1.905594,1.18288,-0.5327156,-2.002747,-0.0496827
"2017-04-28 12:28:41",388,-51.00702,-0.8326573,1.489518,1.838971,1.346427,-0.5490817,-1.919689,-0.0496827
"2017-04-28 12:28:42.5",389,-50.89472,-0.7482549,1.619828,2.088923,1.400953,-0.4837928,-1.836689,-0.03339425
"2017-04-28 12:28:44",390,-50.84656,-0.6469842,1.294112,2.255598,1.69175,-0.4348699,-1.903089,-0.1148365
"2017-04-28 12:28:45.5",391,-50.94282,-0.5457436,1.391874,2.13889,1.69175,-0.5980046,-1.720431,-0.09854807
"2017-04-28 12:28:47",392,-50.92679,-0.3938375,1.603495,2.272254,1.746276,-0.5980046,-1.653973,-0.1148365
"2017-04-28 12:28:48.5",393,-50.89472,-0.3769691,1.815234,2.438868,1.818967,-0.5490817,-1.421456,-0.06597116
"2017-04-28 12:28:50",394,-50.92679,-0.3094351,2.124617,2.522206,1.982546,-0.6143122,-1.554314,-0.09854807
"2017-04-28 12:28:51.5",395,-50.83052,-0.1575592,2.059404,2.622199,2.091599,-0.6306198,-1.471256,-0.1637603
"2017-04-28 12:28:53",396,-50.71823,-0.1237922,2.320023,2.672165,2.218816,-0.6632935,-1.271998,-0.1637603
"2017-04-28 12:28:54.5",397,-50.57387,0.06185074,2.287475,2.672165,2.273343,-0.6632935,-1.321798,-0.2126256
"2017-04-28 12:28:56",398,-50.54174,0.06185074,1.961759,2.622199,2.273343,-0.6632935,-1.371597,-0.1311834
"2017-04-28 12:28:57.5",399,-50.55559,0.214815,2.388736,2.824214,2.383242,-0.7102291,-1.235705,-0.2109909
"2017-04-28 12:28:59",400,-50.57162,0.2317136,2.128233,2.974173,2.47413,-0.6612478,-1.185905,-0.1947025
"2017-04-28 12:29:00.5",401,-50.53956,0.4679919,2.600474,3.207529,2.7104,-0.6775554,-1.152646,-0.178414
"2017-04-28 12:29:02",402,-50.52352,0.5354956,2.828428,3.24084,2.583183,-0.7428443,-1.202505,-0.1295487
"2017-04-28 12:29:03.5",403,-50.4914,0.6367664,2.112017,2.990888,2.583183,-0.6612478,-1.268964,-0.1621256
"2017-04-28 12:29:05",404,-50.4914,0.586131,2.258543,3.290807,2.674038,-0.7591519,-1.019788,-0.1458371
"2017-04-28 12:29:06.5",405,-50.45933,0.6029994,2.974954,3.340833,2.7104,-0.7591519,-1.202505,-0.178414
"2017-04-28 12:29:08",406,-50.4914,0.6705334,2.79588,3.457481,2.728565,-0.7265366,-1.036388,-0.1295487
"2017-04-28 12:29:09.5",407,-50.52352,0.7211688,2.486497,3.490793,2.746729,-0.7428443,-1.152646,-0.2599147
"2017-04-28 12:29:11",408,-50.58766,0.7380372,2.307424,3.124192,2.583183,-0.7917671,-1.069647,-0.178414
"2017-04-28 12:29:12.5",409,-50.60369,0.7211688,2.37252,3.357489,2.855782,-0.7428443,-1.036388,-0.1458371
"2017-04-28 12:29:14",410,-50.61978,0.7718042,2.698119,3.457481,2.855782,-0.7917671,-0.9367295,-0.1458371
"2017-04-28 12:29:15.5",411,-50.69995,0.805541,2.063137,3.42417,2.892144,-0.7754595,-1.019788,-0.2109909
"2017-04-28 12:29:17",412,-50.74812,0.7718042,2.567926,3.457481,2.910309,-0.7102291,-1.019788,-0.2109909
"2017-04-28 12:29:18.5",413,-50.78018,0.7886725,2.633022,3.490793,2.855782,-0.5470359,-1.069647,-0.1458371
"2017-04-28 12:29:20",414,-50.86041,0.7380372,2.584141,3.524103,2.855782,-0.6612478,-1.268964,-0.2272794
"2017-04-28 12:29:21.5",415,-50.79622,0.9068117,2.942405,3.340833,2.728565,-0.6775554,-1.019788,-0.2272794
"2017-04-28 12:29:23",416,-50.89248,0.6874018,2.258543,3.074166,2.801256,-0.7265366,-1.119446,-0.1621256
"2017-04-28 12:29:24.5",417,-50.71605,0.7718042,2.502713,3.290807,2.783091,-0.7428443,-1.185905,-0.2109909
