"TOA5","10029","CR3000","10029","CR3000.Std.27.04","CPU:Final-24-06-2017.CR3","40325","Resumen"
"TIMESTAMP","RECORD","Strain(1)","Strain(2)","Strain(3)","Strain(4)","Strain(5)","Strain(6)","Strain_2(1)","Strain_2(2)"
"TS","RN","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2017-04-28 12:44:03.5",1003,-57.50281,14.29036,10.44763,10.95586,17.23154,-2.195684,4.659432,-0.6026728
"2017-04-28 12:44:05",1004,-57.567,14.30726,10.28489,11.02255,17.30423,-2.244606,4.692631,-0.6841735
"2017-04-28 12:44:06.5",1005,-57.55097,14.23973,10.34998,10.9059,17.30423,-2.244606,4.742491,-0.5863844
"2017-04-28 12:44:08",1006,-57.55097,14.341,10.31743,10.87253,17.21334,-2.277222,4.692631,-0.5863844
"2017-04-28 12:44:09.5",1007,-57.55097,14.30726,10.31743,10.98918,17.2497,-2.211991,4.709291,-0.6352497
"2017-04-28 12:44:11",1008,-57.6151,14.18912,10.46396,10.98918,17.3224,-2.244606,4.659432,-0.5863844
"2017-04-28 12:44:12.5",1009,-57.64723,14.25663,10.25222,10.92255,17.28606,-2.277222,4.676091,-0.6026728
"2017-04-28 12:44:14",1010,-57.6793,14.23973,10.5616,11.0392,17.19518,-2.244606,4.659432,-0.6515382
"2017-04-28 12:44:15.5",1011,-57.64723,14.29036,10.36631,11.08917,17.2497,-2.244606,4.692631,-0.6189612
"2017-04-28 12:44:17",1012,-57.72246,14.276,10.34205,10.87724,17.26992,-2.174817,4.599934,-0.5664179
"2017-04-28 12:44:18.5",1013,-57.72246,14.22537,10.32572,10.91055,17.32445,-2.256413,4.599934,-0.6315717
"2017-04-28 12:44:20",1014,-57.67435,14.1916,10.3746,10.77725,17.30628,-2.240106,4.599934,-0.6315717
"2017-04-28 12:44:21.5",1015,-57.70642,14.17473,10.17919,10.77725,17.23359,-2.240106,4.566616,-0.5989947
"2017-04-28 12:44:23",1016,-57.72246,14.10723,10.22807,10.69391,17.37897,-2.125894,4.583275,-0.5989947
"2017-04-28 12:44:24.5",1017,-57.83475,14.15787,10.01633,10.81056,17.28808,-2.142202,4.583275,-0.664207
"2017-04-28 12:44:26",1018,-57.80269,14.07346,10.26062,10.77725,17.28808,-2.272721,4.616475,-0.6152833
"2017-04-28 12:44:27.5",1019,-57.85078,14.10723,10.24429,10.8939,17.32445,-2.191125,4.666334,-0.5989947
"2017-04-28 12:44:29",1020,-57.86688,14.1916,10.42348,10.92721,17.39713,-2.223798,4.616475,-0.5989947
"2017-04-28 12:44:30.5",1021,-57.94705,14.17473,10.3746,11.01055,17.56071,-2.256413,4.616475,-0.6804954
"2017-04-28 12:44:32",1022,-57.96314,14.09036,10.22807,10.8939,17.39713,-2.191125,4.516876,-0.6315717
"2017-04-28 12:44:33.5",1023,-58.05935,14.1241,10.06522,10.77725,17.26992,-2.174817,4.699533,-0.5989947
"2017-04-28 12:44:35",1024,-58.10751,14.10723,10.14664,10.86059,17.36081,-2.207433,4.566616,-0.5989947
"2017-04-28 12:44:36.5",1025,-57.97918,14.00596,10.32572,10.91055,17.4335,-2.223798,4.649674,-0.6152833
"2017-04-28 12:44:38",1026,-58.04331,14.09036,10.34205,10.84387,17.50619,-2.272721,4.550076,-0.6152833
"2017-04-28 12:44:39.5",1027,-58.04331,14.05659,10.34205,10.92721,17.52435,-2.305336,4.533416,-0.6804954
"2017-04-28 12:44:41",1028,-58.02728,14.03973,10.24429,10.82722,17.48802,-2.272721,4.633134,-0.5989947
"2017-04-28 12:44:42.5",1029,-58.10751,13.93845,10.27684,10.67726,17.45166,-2.305336,4.633134,-0.6152833
"2017-04-28 12:44:44",1030,-58.12354,14.10723,10.42348,10.7606,17.54255,-2.272721,4.583275,-0.6152833
"2017-04-28 12:44:45.5",1031,-58.23583,14.02283,10.3746,10.8939,17.56071,-2.272721,4.599934,-0.5989947
"2017-04-28 12:44:47",1032,-58.2198,14.00596,10.19541,10.79391,17.45166,-2.240106,4.500216,-0.5664179
"2017-04-28 12:44:48.5",1033,-58.23583,14.10723,10.17919,10.82722,17.50619,-2.321644,4.533416,-0.5989947
"2017-04-28 12:44:50",1034,-58.23583,14.00596,10.24429,10.87724,17.54255,-2.272721,4.550076,-0.5989947
"2017-04-28 12:44:51.5",1035,-58.15561,14.05659,10.35826,10.72722,17.54255,-2.305336,4.599934,-0.6152833
"2017-04-28 12:44:53",1036,-58.20377,13.97219,10.3746,10.91055,17.6334,-2.207433,4.682874,-0.6152833
"2017-04-28 12:44:54.5",1037,-58.2679,14.05659,10.17919,10.91055,17.70613,-2.256413,4.467017,-0.6315717
"2017-04-28 12:44:56",1038,-58.25187,14.09036,10.24429,10.86059,17.68793,-2.191125,4.649674,-0.6152833
"2017-04-28 12:44:57.5",1039,-58.25399,14.12304,10.257,11.00852,17.74158,-2.225727,4.59696,-0.6168596
"2017-04-28 12:44:59",1040,-58.20589,14.13991,10.22446,10.90852,17.74158,-2.307266,4.630159,-0.6657832
"2017-04-28 12:45:00.5",1041,-58.23796,14.12304,10.19191,10.97521,17.74158,-2.225727,4.5803,-0.6494365
"2017-04-28 12:45:02",1042,-58.27003,14.10614,10.19191,10.9419,17.66889,-2.225727,4.5803,-0.6494365
"2017-04-28 12:45:03.5",1043,-58.22193,14.20741,10.09415,10.90852,17.70525,-2.290958,4.497242,-0.6820717
"2017-04-28 12:45:05",1044,-58.27003,14.10614,10.17558,11.02517,17.75978,-2.27465,4.497242,-0.6657832
"2017-04-28 12:45:06.5",1045,-58.30215,14.19054,10.30588,10.95855,17.90516,-2.258343,4.56376,-0.633148
"2017-04-28 12:45:08",1046,-58.31819,14.24118,10.53384,11.2085,17.81427,-2.307266,4.414302,-0.6168596
"2017-04-28 12:45:09.5",1047,-58.31819,14.27492,10.46874,11.22516,17.90516,-2.339939,4.663359,-0.6983602
"2017-04-28 12:45:11",1048,-58.46255,14.34245,10.59894,11.45846,17.92332,-2.27465,4.680018,-0.633148
"2017-04-28 12:45:12.5",1049,-58.36629,14.25805,10.48496,11.40849,17.95968,-2.307266,4.59696,-0.7472256
"2017-04-28 12:45:14",1050,-58.35026,14.34245,10.55017,11.59182,17.97785,-2.323631,4.281384,-0.6494365
"2017-04-28 12:45:15.5",1051,-58.22193,14.39309,10.74558,11.54179,17.99602,-2.225727,4.696559,-0.7146486
"2017-04-28 12:45:17",1052,-58.28606,14.35932,10.61527,11.34181,18.14143,-2.356246,4.630159,-0.6820717
"2017-04-28 12:45:18.5",1053,-58.30215,14.42682,10.74558,11.69181,18.0869,-2.323631,4.6135,-0.763514
"2017-04-28 12:45:20",1054,-58.28606,14.40995,10.6316,11.34181,17.90516,-2.307266,4.464042,-0.6657832
"2017-04-28 12:45:21.5",1055,-58.33422,14.29181,10.6316,11.52514,18.03238,-2.258343,4.6135,-0.6983602
"2017-04-28 12:45:23",1056,-58.39842,14.47746,10.50129,11.39183,18.25048,-2.323631,4.347784,-0.7146486
"2017-04-28 12:45:24.5",1057,-58.33422,14.40995,10.59894,11.57516,18.14143,-2.27465,4.5803,-0.6657832
"2017-04-28 12:45:26",1058,-58.30215,14.44369,10.68036,11.60847,18.17779,-2.307266,4.497242,-0.6820717
"2017-04-28 12:45:27.5",1059,-58.41445,14.44369,10.58272,11.42514,18.12326,-2.290958,4.347784,-0.6820717
"2017-04-28 12:45:29",1060,-58.27003,14.47746,10.38731,11.37518,18.01421,-2.27465,4.331184,-0.6820717
"2017-04-28 12:45:30.5",1061,-58.28606,14.5956,10.257,11.37518,18.10507,-2.307266,4.347784,-0.7146486
"2017-04-28 12:45:32",1062,-58.49462,14.29181,10.51751,11.40849,18.10507,-2.258343,4.314585,-0.7146486
"2017-04-28 12:45:33.5",1063,-58.36629,14.44369,10.37098,11.25853,17.90516,-2.339939,4.331184,-0.6820717
"2017-04-28 12:45:35",1064,-58.49462,14.52809,10.61527,11.54179,18.10507,-2.290958,4.098668,-0.7472256
"2017-04-28 12:45:36.5",1065,-58.67111,14.51122,10.71291,11.65844,18.12326,-2.323631,4.364443,-0.7146486
"2017-04-28 12:45:38",1066,-58.51531,14.50887,10.64,11.68739,17.79419,-2.32784,4.2085,-0.7180931
"2017-04-28 12:45:39.5",1067,-58.54737,14.42449,10.72143,11.77073,18.2122,-2.344148,4.291559,-0.7180931
"2017-04-28 12:45:41",1068,-58.54737,14.54263,10.91683,11.67074,18.19403,-2.32784,4.291559,-0.7018047
"2017-04-28 12:45:42.5",1069,-58.59554,14.4076,10.68888,11.77073,18.28489,-2.344148,4.490816,-0.652881
"2017-04-28 12:45:44",1070,-58.72387,14.4076,10.86795,11.72071,18.2122,-2.360455,4.1919,-0.7180931
"2017-04-28 12:45:45.5",1071,-58.6918,14.37386,11.0146,11.62077,18.13951,-2.295224,4.324758,-0.7018047
"2017-04-28 12:45:47",1072,-58.7399,14.28946,10.91683,11.75408,18.13951,-2.409436,4.108842,-0.7506701
"2017-04-28 12:45:48.5",1073,-58.70783,14.35696,10.85174,11.68739,18.2122,-2.295224,4.142042,-0.7506701
"2017-04-28 12:45:50",1074,-58.77203,14.37386,11.0146,11.72071,18.06682,-2.360455,4.1919,-0.652881
"2017-04-28 12:45:51.5",1075,-58.80409,14.34009,10.88429,11.75408,17.97593,-2.32784,4.059042,-0.7343816
"2017-04-28 12:45:53",1076,-58.72387,14.27259,10.81919,11.48741,18.03045,-2.32784,3.876325,-0.7343816
"2017-04-28 12:45:54.5",1077,-58.83616,14.20508,10.50981,11.42079,17.97593,-2.311532,3.843126,-0.7018047
"2017-04-28 12:45:56",1078,-58.82013,14.23882,10.15154,11.5874,17.95776,-2.311532,3.743467,-0.620304
"2017-04-28 12:45:57.5",1079,-58.9645,14.25569,10.91683,11.77073,17.83055,-2.262551,3.859725,-0.6691694
"2017-04-28 12:45:59",1080,-59.02869,14.13755,10.91683,11.8207,17.46706,-2.295224,3.876325,-0.620304
"2017-04-28 12:46:00.5",1081,-59.02869,14.10381,10.52602,11.55409,18.01229,-2.295224,3.261775,-0.652881
"2017-04-28 12:46:02",1082,-59.01265,14.08692,10.73776,11.57074,17.66697,-2.278917,3.56075,-0.6691694
"2017-04-28 12:46:03.5",1083,-59.06075,14.12068,10.73776,11.52078,17.83055,-2.32784,3.610609,-0.6691694
"2017-04-28 12:46:05",1084,-59.12495,13.95191,10.86795,11.63743,17.79419,-2.295224,3.710208,-0.6365924
"2017-04-28 12:46:06.5",1085,-59.09288,14.00254,10.70521,11.42079,17.72149,-2.262551,3.245175,-0.6691694
"2017-04-28 12:46:08",1086,-59.25328,13.98567,10.26552,11.32079,17.73966,-2.278917,3.510951,-0.6855162
"2017-04-28 12:46:09.5",1087,-59.39764,13.96878,10.49347,11.32079,17.61244,-2.278917,3.411292,-0.6691694
"2017-04-28 12:46:11",1088,-59.36557,13.90127,10.46093,11.32079,17.6488,-2.344148,3.261775,-0.620304
"2017-04-28 12:46:12.5",1089,-59.47787,13.8844,10.49347,11.30414,17.6488,-2.295224,3.178776,-0.7018047
"2017-04-28 12:46:14",1090,-59.46183,13.83377,10.54235,11.4541,17.53975,-2.262551,3.178776,-0.652881
"2017-04-28 12:46:15.5",1091,-59.52603,13.69876,10.65633,11.28748,17.50339,-2.278917,3.228575,-0.6691694
"2017-04-28 12:46:17",1092,-59.50769,13.80115,10.39956,11.25626,17.5407,-2.260505,3.165329,-0.6511878
"2017-04-28 12:46:18.5",1093,-59.52373,13.73365,10.4159,11.20629,17.5407,-2.293121,3.347987,-0.618611
"2017-04-28 12:46:20",1094,-59.52373,13.73365,10.23682,11.25626,17.61338,-2.276813,3.281588,-0.618611
"2017-04-28 12:46:21.5",1095,-59.58792,13.71678,10.62763,11.67289,17.63155,-2.325736,3.281588,-0.6511878
"2017-04-28 12:46:23",1096,-59.63602,13.73365,10.75783,11.4729,17.64975,-2.293121,3.298187,-0.6348994
"2017-04-28 12:46:24.5",1097,-59.71625,13.61551,10.46478,11.45625,17.66791,-2.244197,3.347987,-0.6675348
"2017-04-28 12:46:26",1098,-59.74832,13.63238,10.64385,11.37291,17.61338,-2.260505,3.248329,-0.6023225
"2017-04-28 12:46:27.5",1099,-59.82854,13.548,10.66018,11.40628,17.70427,-2.244197,3.298187,-0.6675348
"2017-04-28 12:46:29",1100,-59.86061,13.58174,10.57875,11.52293,17.79513,-2.293121,3.414446,-0.6511878
"2017-04-28 12:46:30.5",1101,-59.89274,13.59864,10.59497,11.48956,17.72244,-2.195216,3.414446,-0.6675348
"2017-04-28 12:46:32",1102,-59.84458,13.63238,10.77416,11.32294,17.84966,-2.293121,3.248329,-0.6023225
"2017-04-28 12:46:33.5",1103,-59.97291,13.49737,10.64385,11.38962,17.77696,-2.244197,3.464245,-0.5860341
"2017-04-28 12:46:35",1104,-59.90878,13.53114,10.75783,11.45625,17.7406,-2.244197,3.331387,-0.6675348
"2017-04-28 12:46:36.5",1105,-60.02106,13.4636,10.83926,11.50627,17.77696,-2.325736,3.331387,-0.6348994
"2017-04-28 12:46:38",1106,-60.08521,13.4636,10.62763,11.45625,17.66791,-2.293121,3.281588,-0.618611
"2017-04-28 12:46:39.5",1107,-60.08521,13.42986,10.64385,11.3396,17.68608,-2.195216,3.248329,-0.6348994
"2017-04-28 12:46:41",1108,-60.11733,13.3961,10.6113,11.37291,17.7588,-2.276813,3.281588,-0.618611
"2017-04-28 12:46:42.5",1109,-60.13337,13.41296,10.62763,11.40628,17.55886,-2.276813,3.14867,-0.618611
"2017-04-28 12:46:44",1110,-60.19756,13.31172,10.48099,11.17298,17.68608,-2.244197,3.215129,-0.5697457
"2017-04-28 12:46:45.5",1111,-60.2136,13.27796,10.46478,11.35625,17.64975,-2.276813,3.198529,-0.618611
"2017-04-28 12:46:47",1112,-60.29376,13.27796,10.46478,11.32294,17.7588,-2.195216,3.14867,-0.6023225
"2017-04-28 12:46:48.5",1113,-60.30985,13.21045,10.49732,11.28963,17.63155,-2.276813,3.098871,-0.6348994
"2017-04-28 12:46:50",1114,-60.45422,13.26109,10.4159,11.22295,17.66791,-2.276813,3.098871,-0.5697457
"2017-04-28 12:46:51.5",1115,-60.37399,13.21045,10.4159,11.22295,17.68608,-2.260505,3.098871,-0.5697457
"2017-04-28 12:46:53",1116,-60.51841,13.21045,10.4159,11.20629,17.63155,-2.244197,3.115471,-0.5697457
"2017-04-28 12:46:54.5",1117,-60.51841,13.10918,10.43223,11.07299,17.64975,-2.293121,3.082271,-0.618611
"2017-04-28 12:46:56",1118,-60.61461,13.10918,10.26937,11.07299,17.7406,-2.211524,3.032412,-0.618611
"2017-04-28 12:46:57.5",1119,-60.51353,13.17914,10.03325,10.96094,17.59724,-2.239755,2.906337,-0.5824144
"2017-04-28 12:46:59",1120,-60.59376,13.0779,9.968154,11.06093,17.70629,-2.272371,2.989336,-0.5498375
"2017-04-28 12:47:00.5",1121,-60.67398,13.11163,10.45661,11.16092,17.70629,-2.272371,3.022595,-0.5498375
"2017-04-28 12:47:02",1122,-60.57772,13.12853,10.27754,11.04422,17.77898,-2.239755,3.105653,-0.6149913
"2017-04-28 12:47:03.5",1123,-60.73812,13.04413,10.22865,11.1109,17.68809,-2.288678,3.172053,-0.6312798
"2017-04-28 12:47:05",1124,-60.77024,13.09476,10.39151,11.22755,17.76078,-2.174467,2.956136,-0.5824144
"2017-04-28 12:47:06.5",1125,-60.69002,13.061,10.35897,11.2442,17.66993,-2.239755,2.956136,-0.566126
"2017-04-28 12:47:08",1126,-60.73812,13.09476,10.45661,11.17758,17.52452,-2.190774,2.773419,-0.5987028
"2017-04-28 12:47:09.5",1127,-60.75422,13.04413,10.42406,11.14421,17.72445,-2.256063,3.005995,-0.5498375
"2017-04-28 12:47:11",1128,-60.77024,13.061,10.17989,11.17758,17.81531,-2.223389,2.972736,-0.5824144
"2017-04-28 12:47:12.5",1129,-60.91461,12.90912,9.919272,10.96094,17.72445,-2.239755,2.856478,-0.5987028
"2017-04-28 12:47:14",1130,-60.86651,12.90912,10.17989,11.02756,17.65177,-2.190774,2.922936,-0.566126
"2017-04-28 12:47:15.5",1131,-60.91461,12.87535,10.39151,11.19423,17.57904,-2.190774,2.922936,-0.5172022
"2017-04-28 12:47:17",1132,-60.9788,12.90912,9.968154,10.91091,17.63357,-2.207082,2.557502,-0.566126
"2017-04-28 12:47:18.5",1133,-60.93064,13.01036,10.2612,10.89426,17.66993,-2.190774,2.906337,-0.4683369
"2017-04-28 12:47:20",1134,-60.89857,12.84159,10.01703,10.92757,17.70629,-2.141851,2.922936,-0.5172022
"2017-04-28 12:47:21.5",1135,-61.12317,12.95973,10.16356,11.04422,17.68809,-2.174467,2.906337,-0.566126
"2017-04-28 12:47:23",1136,-61.04294,12.80785,10.31009,11.02756,17.6154,-2.256063,2.806678,-0.5172022
"2017-04-28 12:47:24.5",1137,-61.18736,12.87535,10.14723,10.84429,17.66993,-2.141851,2.989336,-0.5824144
"2017-04-28 12:47:26",1138,-61.0911,12.79095,10.27754,11.02756,17.79715,-2.125485,2.839878,-0.5498375
"2017-04-28 12:47:27.5",1139,-61.12317,12.80785,9.756531,10.77761,17.52452,-2.239755,2.74022,-0.5824144
"2017-04-28 12:47:29",1140,-61.28362,12.80785,9.951938,10.8776,17.52452,-2.174467,2.806678,-0.5498375
"2017-04-28 12:47:30.5",1141,-61.23547,12.77408,10.19611,10.86095,17.59724,-2.158159,2.889737,-0.566126
"2017-04-28 12:47:32",1142,-61.31569,12.58844,9.7402,10.7443,17.63357,-2.109178,2.790078,-0.5498375
"2017-04-28 12:47:33.5",1143,-61.23547,12.70658,9.886724,10.71093,17.76078,-2.158159,2.69042,-0.5009138
"2017-04-28 12:47:35",1144,-61.39592,12.60531,9.854176,10.76095,17.59724,-2.109178,2.790078,-0.5334907
"2017-04-28 12:47:36.5",1145,-61.37988,12.72345,10.04958,10.86095,17.76078,-2.190774,2.723619,-0.5824144
"2017-04-28 12:47:38",1146,-61.37902,12.69013,9.823028,10.67845,17.5794,-2.15734,2.70821,-0.5328485
"2017-04-28 12:47:39.5",1147,-61.41109,12.67327,10.19762,10.94506,17.5976,-2.190014,2.724809,-0.51656
"2017-04-28 12:47:41",1148,-61.52339,12.5551,9.953337,10.87844,17.61576,-2.124725,2.774669,-0.5491953
"2017-04-28 12:47:42.5",1149,-61.57148,12.65637,10.14874,11.06171,17.67029,-2.15734,2.70821,-0.4839831
"2017-04-28 12:47:44",1150,-61.60362,12.57199,9.920789,10.7951,17.5794,-2.206322,2.857668,-0.5654838
"2017-04-28 12:47:45.5",1151,-61.61964,12.6395,10.01843,10.99509,17.77934,-2.222629,2.774669,-0.5654838
"2017-04-28 12:47:47",1152,-61.50735,12.6395,10.14874,10.7951,17.70665,-2.15734,2.824468,-0.6143491
"2017-04-28 12:47:48.5",1153,-61.58758,12.58886,10.06732,10.74507,17.72482,-2.124725,2.70821,-0.51656
"2017-04-28 12:47:50",1154,-61.61964,12.43696,9.888241,10.71176,17.67029,-2.124725,2.758009,-0.5654838
"2017-04-28 12:47:51.5",1155,-61.69987,12.45386,9.96967,10.77844,17.74298,-2.15734,2.791268,-0.5328485
"2017-04-28 12:47:53",1156,-61.71591,12.57199,10.13241,10.71176,17.72482,-2.206322,2.74141,-0.5817722
"2017-04-28 12:47:54.5",1157,-61.68384,12.58886,10.05098,10.97837,17.85203,-2.238937,2.807868,-0.5980606
"2017-04-28 12:47:56",1158,-61.78004,12.40322,10.13241,10.7951,17.94292,-2.190014,2.924126,-0.5817722
"2017-04-28 12:47:57.5",1159,-61.79614,12.57199,10.16496,10.97837,17.90656,-2.222629,2.791268,-0.5491953
"2017-04-28 12:47:59",1160,-61.74798,12.43696,10.27894,11.04505,17.92472,-2.173648,2.940726,-0.5817722
"2017-04-28 12:48:00.5",1161,-61.76401,12.52136,10.36037,10.97837,17.94292,-2.222629,2.857668,-0.5491953
"2017-04-28 12:48:02",1162,-61.69987,12.5551,10.16496,10.99509,17.8702,-2.206322,2.857668,-0.5980606
"2017-04-28 12:48:03.5",1163,-61.76401,12.45386,10.21384,11.0284,17.8702,-2.222629,2.758009,-0.5817722
"2017-04-28 12:48:05",1164,-61.8282,12.65637,10.36037,11.06171,17.99741,-2.206322,3.023785,-0.5980606
"2017-04-28 12:48:06.5",1165,-61.73194,12.57199,10.21384,11.21173,18.30641,-2.222629,3.106843,-0.6143491
"2017-04-28 12:48:08",1166,-61.71591,12.74077,10.18129,11.14504,18.27005,-2.255245,3.140043,-0.5817722
"2017-04-28 12:48:09.5",1167,-61.78004,12.67327,10.39303,11.42837,18.34274,-2.238937,3.090244,-0.5654838
"2017-04-28 12:48:11",1168,-61.76401,12.7239,10.50701,11.295,18.32457,-2.206322,3.073584,-0.6632729
"2017-04-28 12:48:12.5",1169,-61.73194,12.707,10.39303,11.31172,18.43363,-2.222629,3.289501,-0.5491953
"2017-04-28 12:48:14",1170,-61.76401,12.80827,9.83936,11.395,18.43363,-2.304226,3.223101,-0.6306375
"2017-04-28 12:48:15.5",1171,-61.68384,12.77451,10.34415,11.395,18.36093,-2.206322,3.156643,-0.5980606
"2017-04-28 12:48:17",1172,-61.88573,12.79476,10.55075,11.48466,18.49092,-2.216551,3.149325,-0.5768098
"2017-04-28 12:48:18.5",1173,-61.69321,12.76102,10.3228,11.21799,18.58177,-2.200185,3.265583,-0.642022
"2017-04-28 12:48:20",1174,-61.8055,12.77789,10.35535,11.40132,18.54544,-2.167569,3.282182,-0.6256751
"2017-04-28 12:48:21.5",1175,-61.7574,12.82853,10.48566,11.45135,18.58177,-2.249166,3.248983,-0.6583105
"2017-04-28 12:48:23",1176,-61.78947,12.8454,10.68106,11.68465,18.6363,-2.249166,3.315382,-0.6093867
"2017-04-28 12:48:24.5",1177,-61.82154,12.82853,10.68106,11.76798,18.69083,-2.232858,3.365241,-0.6583105
"2017-04-28 12:48:26",1178,-61.77344,12.9298,10.74616,11.8013,18.72719,-2.281781,3.331982,-0.5930982
"2017-04-28 12:48:27.5",1179,-61.83763,12.9129,10.59964,11.65128,18.6545,-2.216551,3.398441,-0.642022
"2017-04-28 12:48:29",1180,-61.90177,12.9298,10.84381,11.66799,18.61814,-2.216551,3.43164,-0.6745989
"2017-04-28 12:48:30.5",1181,-61.8697,12.87916,10.84381,11.66799,18.78172,-2.281781,3.381841,-0.642022
"2017-04-28 12:48:32",1182,-61.78947,12.98043,10.89269,11.75127,18.76355,-2.249166,3.398441,-0.642022
"2017-04-28 12:48:33.5",1183,-61.77344,12.8454,10.53442,11.50132,18.74535,-2.232858,3.381841,-0.6256751
"2017-04-28 12:48:35",1184,-61.9178,12.77789,10.69728,11.48466,18.76355,-2.200185,3.43164,-0.642022
"2017-04-28 12:48:36.5",1185,-61.78947,12.89603,10.72983,11.63462,18.79988,-2.265474,3.4649,-0.642022
"2017-04-28 12:48:38",1186,-61.8697,13.03107,10.89269,11.71796,18.79988,-2.232858,3.547899,-0.642022
"2017-04-28 12:48:39.5",1187,-61.85366,12.9129,10.82759,11.71796,18.83624,-2.216551,3.597758,-0.642022
"2017-04-28 12:48:41",1188,-61.88573,12.94667,10.95778,11.9346,19.07251,-2.200185,3.43164,-0.642022
"2017-04-28 12:48:42.5",1189,-61.7574,13.04794,10.81126,11.90129,19.03615,-2.265474,3.531299,-0.5930982
"2017-04-28 12:48:44",1190,-61.69321,13.01417,11.03921,11.91794,19.03615,-2.216551,3.647557,-0.6745989
"2017-04-28 12:48:45.5",1191,-61.7574,13.09857,11.05554,11.83461,19.18156,-2.265474,3.664217,-0.6908874
"2017-04-28 12:48:47",1192,-61.83763,13.21671,11.03921,11.95126,19.23609,-2.249166,3.714016,-0.6908874
"2017-04-28 12:48:48.5",1193,-61.77344,13.13231,10.84381,12.1679,19.25426,-2.232858,3.797075,-0.6093867
"2017-04-28 12:48:50",1194,-61.69321,13.11544,10.99045,11.90129,19.23609,-2.265474,3.797075,-0.7398111
"2017-04-28 12:48:51.5",1195,-61.70924,13.19984,11.12064,12.10127,19.436,-2.265474,3.797075,-0.6093867
"2017-04-28 12:48:53",1196,-61.70924,13.14921,11.00666,12.03459,19.38147,-2.249166,3.813674,-0.642022
"2017-04-28 12:48:54.5",1197,-61.67717,13.21671,11.08809,12.08462,19.56322,-2.183877,3.913333,-0.7071758
"2017-04-28 12:48:56",1198,-61.64511,13.28422,11.16952,12.20127,19.58141,-2.281781,3.963132,-0.642022
"2017-04-28 12:48:57.5",1199,-61.59465,13.28543,11.32001,12.22013,19.72777,-2.247003,3.866746,-0.7380596
"2017-04-28 12:48:59",1200,-61.59465,13.35293,10.9292,12.12014,19.54603,-2.279619,4.049463,-0.6891359
"2017-04-28 12:49:00.5",1201,-61.57856,13.3698,11.23858,12.30347,19.61872,-2.247003,3.999664,-0.6891359
"2017-04-28 12:49:02",1202,-61.59465,13.40356,11.07573,12.13679,19.58239,-2.295926,3.866746,-0.6402705
"2017-04-28 12:49:03.5",1203,-61.57856,13.5217,11.25492,12.27016,19.70961,-2.279619,4.032864,-0.7054243
"2017-04-28 12:49:05",1204,-61.49839,13.33606,11.05951,12.12014,19.67325,-2.312292,3.900005,-0.7380596
"2017-04-28 12:49:06.5",1205,-61.57856,13.31916,11.22237,12.25344,19.67325,-2.279619,3.949805,-0.6728474
"2017-04-28 12:49:08",1206,-61.62672,13.4373,11.14094,12.45343,19.74597,-2.279619,3.999664,-0.7380596
"2017-04-28 12:49:09.5",1207,-61.49839,13.53857,11.15716,12.37015,19.7823,-2.312292,3.999664,-0.754348
"2017-04-28 12:49:11",1208,-61.54649,13.53857,11.3038,12.52011,19.8005,-2.3286,4.049463,-0.7380596
"2017-04-28 12:49:12.5",1209,-61.56252,13.63984,11.41777,12.60345,20.07309,-2.295926,4.032864,-0.7054243
"2017-04-28 12:49:14",1210,-61.53045,13.62297,11.59685,12.6201,19.98224,-2.247003,4.049463,-0.6402705
"2017-04-28 12:49:15.5",1211,-61.49839,13.65674,11.40144,12.65341,19.87319,-2.295926,4.099322,-0.6728474
"2017-04-28 12:49:17",1212,-61.51442,13.69048,11.48287,12.58679,19.98224,-2.3286,4.115921,-0.7054243
"2017-04-28 12:49:18.5",1213,-61.46626,13.77488,11.66194,12.65341,19.7823,-2.344907,4.016264,-0.7217128
"2017-04-28 12:49:20",1214,-61.49839,13.69048,11.41777,12.68678,19.83682,-2.263311,4.066063,-0.7217128
"2017-04-28 12:49:21.5",1215,-61.43419,13.69048,11.38511,12.4868,19.92771,-2.247003,4.115921,-0.6891359
"2017-04-28 12:49:23",1216,-61.53045,13.75798,11.53175,12.58679,19.96404,-2.295926,4.099322,-0.7054243
"2017-04-28 12:49:24.5",1217,-61.53045,13.69048,11.51542,12.58679,19.85502,-2.279619,3.966404,-0.6891359
"2017-04-28 12:49:26",1218,-61.51442,13.77488,11.40144,12.55342,19.92771,-2.312292,4.049463,-0.6402705
"2017-04-28 12:49:27.5",1219,-61.56252,13.75798,11.51542,12.55342,19.89135,-2.279619,3.966404,-0.6565589
"2017-04-28 12:49:29",1220,-61.41816,13.75798,11.3038,12.37015,19.90952,-2.312292,4.049463,-0.6728474
"2017-04-28 12:49:30.5",1221,-61.57856,13.72425,11.46654,12.55342,19.96404,-2.361215,4.032864,-0.754348
"2017-04-28 12:49:32",1222,-61.54649,13.79175,11.02696,12.47014,19.90952,-2.247003,3.966404,-0.6728474
"2017-04-28 12:49:33.5",1223,-61.61068,13.79175,11.69449,12.4868,19.85502,-2.279619,3.783747,-0.6565589
"2017-04-28 12:49:35",1224,-61.61068,13.79175,11.46654,12.55342,19.92771,-2.198081,3.966404,-0.6891359
"2017-04-28 12:49:36.5",1225,-61.65878,13.72425,11.45032,12.4868,19.94588,-2.279619,3.916605,-0.6402705
